"atleta_rodada_id","atleta_id","rodada_id","clube_id","posicao_id","status_id","pontos_num","preco_num","variacao_num","media_num","jogos_num"
877,89676,1,287,5,6,0.00,2.00,0.00,0.00,0
878,77773,1,293,3,2,0.00,4.00,0.00,0.00,0
879,91101,1,287,1,6,0.00,1.00,0.00,0.00,0
880,70216,1,287,1,6,0.00,1.00,0.00,0.00,0
881,90309,1,287,4,6,1.30,1.69,0.69,1.30,1
882,92614,1,287,5,6,0.00,1.00,0.00,0.00,0
883,50645,1,293,2,7,0.00,4.00,0.00,0.00,0
884,90892,1,287,1,6,0.00,2.00,0.00,0.00,0
885,39850,1,287,6,7,0.27,1.67,-0.33,0.27,1
886,87213,1,293,2,6,0.00,4.00,0.00,0.00,0
887,80129,1,293,4,6,0.00,2.94,-1.06,0.00,1
888,83335,1,293,5,6,0.00,4.00,0.00,0.00,0
889,69012,1,293,1,6,0.00,3.00,0.00,0.00,0
890,83528,1,293,3,6,0.00,3.00,0.00,0.00,0
891,80281,1,293,3,6,0.00,3.00,0.00,0.00,0
892,69177,1,293,2,3,-5.80,0.74,-2.26,-5.80,1
893,79646,1,293,2,6,0.00,3.00,0.00,0.00,0
894,74078,1,293,4,7,-0.60,1.76,-1.24,-0.60,1
895,92085,1,293,4,6,0.00,3.00,0.00,0.00,0
896,90406,1,293,5,6,0.00,3.00,0.00,0.00,0
897,79334,1,1,3,6,0.00,2.00,0.00,0.00,0
898,71116,1,344,2,6,0.00,2.00,0.00,0.00,0
899,50292,1,1,4,6,0.00,2.00,0.00,0.00,0
900,85984,1,293,4,6,0.00,2.00,0.00,0.00,0
901,86765,1,293,4,6,0.00,2.00,0.00,0.00,0
902,86760,1,293,1,6,0.00,1.00,0.00,0.00,0
903,91687,1,293,4,6,0.00,1.00,0.00,0.00,0
904,95127,1,293,4,6,0.00,1.00,0.00,0.00,0
905,92811,1,293,5,6,0.00,1.00,0.00,0.00,0
906,95126,1,293,5,6,0.00,1.00,0.00,0.00,0
907,36943,1,293,6,7,-1.62,4.69,-3.31,-1.62,1
908,38109,1,263,1,5,0.00,18.00,0.00,0.00,0
909,72362,1,263,4,7,5.30,11.99,0.99,5.30,1
910,94068,1,263,5,7,0.90,8.02,-1.98,0.90,1
911,84592,1,263,5,2,0.00,6.62,-2.38,0.00,1
912,92128,1,263,5,6,0.00,9.00,0.00,0.00,0
913,93414,1,263,3,7,0.00,8.00,0.00,0.00,0
914,61985,1,263,4,5,0.00,7.00,0.00,0.00,0
915,82474,1,263,4,2,0.00,7.00,0.00,0.00,0
916,79578,1,263,5,6,0.10,4.49,-1.51,0.10,1
917,86972,1,263,3,7,0.00,5.00,0.00,0.00,0
918,89840,1,276,5,7,0.00,27.00,0.00,0.00,0
919,55348,1,263,2,7,2.60,5.59,0.59,2.60,1
920,62977,1,276,4,7,0.00,17.00,0.00,0.00,0
921,68698,1,263,4,7,-0.80,3.09,-1.91,-0.80,1
922,89885,1,263,4,7,-1.80,2.35,-2.65,-1.80,1
923,37607,1,276,4,6,0.00,16.00,0.00,0.00,0
924,83772,1,263,5,2,1.30,4.63,-0.37,1.30,1
925,73800,1,276,3,7,0.00,15.00,0.00,0.00,0
926,72037,1,263,3,6,-0.40,2.65,-1.35,-0.40,1
927,70916,1,263,2,5,0.00,4.00,0.00,0.00,0
928,71123,1,276,4,6,-3.10,8.02,-5.98,-3.10,1
929,90399,1,263,4,2,2.30,4.63,0.63,2.30,1
930,93697,1,263,4,6,0.00,4.00,0.00,0.00,0
931,88269,1,276,5,7,1.30,10.52,-2.48,1.30,1
932,73540,1,276,5,6,0.00,8.09,-2.91,0.00,1
933,79973,1,263,1,7,1.00,2.94,-0.06,1.00,1
934,51299,1,263,3,6,1.70,3.46,0.46,1.70,1
935,38062,1,276,3,6,5.00,11.03,1.03,5.00,1
936,91783,1,263,2,6,0.00,3.00,0.00,0.00,0
937,91222,1,263,4,6,0.00,3.00,0.00,0.00,0
938,42499,1,276,2,7,0.00,9.00,0.00,0.00,0
939,80224,1,263,4,6,0.00,3.00,0.00,0.00,0
940,50347,1,276,5,6,-0.10,5.81,-2.19,-0.10,1
941,89492,1,263,1,6,0.00,2.00,0.00,0.00,0
942,71227,1,276,3,7,0.00,7.00,0.00,0.00,0
943,90336,1,263,2,6,0.00,2.00,0.00,0.00,0
944,71032,1,263,4,6,0.00,2.00,0.00,0.00,0
945,84324,1,263,4,6,0.00,2.00,0.00,0.00,0
946,50324,1,276,4,7,0.00,7.00,0.00,0.00,0
947,51175,1,276,1,7,0.00,6.00,0.00,0.00,0
948,93795,1,263,1,6,0.00,1.00,0.00,0.00,0
949,89493,1,263,3,6,0.00,1.00,0.00,0.00,0
950,68932,1,276,1,6,10.70,11.54,6.54,10.70,1
951,93797,1,263,2,6,0.00,1.00,0.00,0.00,0
952,50408,1,276,3,5,0.00,5.00,0.00,0.00,0
953,38451,1,276,2,5,0.00,5.00,0.00,0.00,0
954,94067,1,263,4,6,0.00,1.00,0.00,0.00,0
955,50421,1,276,4,7,0.00,5.00,0.00,0.00,0
956,50413,1,263,5,6,0.70,3.46,-0.54,0.70,1
957,71549,1,276,5,7,0.80,4.26,-0.74,0.80,1
958,41273,1,263,6,7,1.52,4.79,-0.21,1.52,1
959,84554,1,276,3,6,12.90,12.43,8.43,12.90,1
960,77967,1,276,2,6,0.00,4.00,0.00,0.00,0
961,82768,1,315,1,7,18.20,20.74,10.74,18.20,1
962,51683,1,315,5,7,-0.50,6.25,-2.75,-0.50,1
963,61135,1,315,5,7,-1.50,4.78,-3.22,-1.50,1
964,63014,1,315,4,7,0.00,5.15,-1.85,0.00,1
965,38032,1,315,4,7,-2.10,3.60,-3.40,-2.10,1
966,69008,1,315,3,5,0.00,6.00,0.00,0.00,0
967,84684,1,315,5,7,2.60,6.32,0.32,2.60,1
968,77777,1,276,4,5,0.00,4.00,0.00,0.00,0
969,85297,1,276,5,6,0.00,2.94,-1.06,0.00,1
970,50393,1,315,3,3,-2.60,1.76,-3.24,-2.60,1
971,92087,1,276,3,6,5.90,6.54,3.54,5.90,1
972,69782,1,315,2,7,4.10,6.69,1.69,4.10,1
973,68951,1,315,4,2,-1.30,2.72,-2.28,-1.30,1
974,83760,1,276,2,5,0.00,3.00,0.00,0.00,0
975,62129,1,276,4,6,0.00,3.00,0.00,0.00,0
976,79892,1,315,4,6,0.00,5.00,0.00,0.00,0
977,85629,1,276,4,5,0.00,3.00,0.00,0.00,0
978,62056,1,315,5,6,0.00,5.00,0.00,0.00,0
979,71043,1,276,1,6,0.00,2.00,0.00,0.00,0
980,71603,1,276,3,5,0.00,2.00,0.00,0.00,0
981,52897,1,315,1,6,0.00,4.00,0.00,0.00,0
982,50361,1,315,3,7,5.00,6.62,2.62,5.00,1
983,87486,1,276,2,7,4.60,4.85,2.85,4.60,1
984,94931,1,276,4,6,10.30,9.04,7.04,10.30,1
985,87482,1,315,2,6,0.00,4.00,0.00,0.00,0
986,78991,1,315,4,6,0.00,4.00,0.00,0.00,0
987,91260,1,276,1,6,0.00,1.00,0.00,0.00,0
988,89226,1,276,3,6,0.00,1.00,0.00,0.00,0
989,68881,1,315,4,6,0.00,4.00,0.00,0.00,0
990,85931,1,315,4,6,0.00,4.00,0.00,0.00,0
991,92663,1,276,5,6,0.00,1.00,0.00,0.00,0
992,91972,1,1,5,6,0.00,1.00,0.00,0.00,0
993,71799,1,315,5,2,1.90,4.34,0.34,1.90,1
994,78361,1,276,6,7,4.77,12.33,0.33,4.77,1
995,78895,1,315,3,7,4.50,5.51,2.51,4.50,1
996,74074,1,315,2,7,3.90,5.07,2.07,3.90,1
997,94004,1,315,4,6,0.00,3.00,0.00,0.00,0
998,73513,1,315,4,6,0.00,3.00,0.00,0.00,0
999,70759,1,315,4,5,0.00,3.00,0.00,0.00,0
1000,93566,1,315,5,6,0.00,3.00,0.00,0.00,0
1001,87201,1,315,3,6,0.00,2.00,0.00,0.00,0
1002,86740,1,1,2,6,0.00,2.00,0.00,0.00,0
1003,94249,1,315,5,6,-0.50,1.10,-0.90,-0.50,1
1004,93881,1,1,3,6,0.00,1.00,0.00,0.00,0
1005,94003,1,315,3,6,0.00,1.00,0.00,0.00,0
1006,90777,1,315,2,6,0.00,1.00,0.00,0.00,0
1007,90634,1,315,4,6,0.00,1.00,0.00,0.00,0
1008,37788,1,315,1,6,0.00,2.00,0.00,0.00,0
1009,94288,1,315,4,6,0.00,1.00,0.00,0.00,0
1010,91743,1,315,5,6,0.00,1.00,0.00,0.00,0
1011,94286,1,315,5,6,0.00,1.00,0.00,0.00,0
1012,37245,1,315,6,7,2.88,6.53,0.53,2.88,1
1013,38910,1,277,5,5,0.00,28.00,0.00,0.00,0
1014,80583,1,277,4,7,0.00,26.00,0.00,0.00,0
1015,42234,1,264,1,6,0.00,25.00,0.00,0.00,0
1016,83257,1,277,5,7,-0.80,11.18,-4.82,-0.80,1
1017,73375,1,264,3,7,13.70,26.99,3.99,13.70,1
1018,62121,1,277,1,7,4.00,13.97,-1.03,4.00,1
1019,54395,1,264,4,7,4.00,17.65,-2.35,4.00,1
1020,42500,1,264,2,7,9.90,20.52,2.52,9.90,1
1021,38908,1,277,4,7,3.80,12.35,-0.65,3.80,1
1022,81148,1,277,4,6,1.00,8.09,-1.91,1.00,1
1023,68690,1,264,5,7,0.40,12.79,-4.21,0.40,1
1024,50294,1,264,4,7,1.80,13.09,-2.91,1.80,1
1025,87192,1,277,2,7,2.60,10.00,-1.00,2.60,1
1026,77500,1,264,3,3,0.00,15.00,0.00,0.00,0
1027,70046,1,277,2,7,7.90,13.16,3.16,7.90,1
1028,68954,1,264,4,7,1.20,11.18,-2.82,1.20,1
1029,37917,1,277,4,6,0.00,9.00,0.00,0.00,0
1030,88323,1,264,5,6,0.60,9.27,-2.73,0.60,1
1031,87552,1,277,4,7,-1.00,5.88,-3.12,-1.00,1
1032,50317,1,277,3,7,1.60,7.06,-0.94,1.60,1
1033,70944,1,264,4,7,7.90,13.90,2.90,7.90,1
1034,78248,1,277,3,7,-0.80,4.56,-2.44,-0.80,1
1035,38067,1,264,4,6,0.00,10.00,0.00,0.00,0
1036,78765,1,264,4,6,0.00,9.00,0.00,0.00,0
1037,82787,1,277,5,7,0.00,6.00,0.00,0.00,0
1038,79035,1,277,3,6,0.00,5.00,0.00,0.00,0
1039,61149,1,264,5,6,0.00,8.50,0.00,0.00,0
1040,60852,1,264,2,7,2.70,7.87,-0.13,2.70,1
1041,61033,1,264,4,6,3.10,7.43,0.43,3.10,1
1042,89637,1,277,4,7,1.60,4.85,-0.15,1.60,1
1043,90566,1,277,4,6,0.00,5.00,0.00,0.00,0
1044,54424,1,264,4,6,0.00,6.00,0.00,0.00,0
1045,80287,1,264,5,6,0.70,4.93,-1.07,0.70,1
1046,78578,1,277,5,6,-1.90,2.28,-2.72,-1.90,1
1047,93368,1,277,3,6,0.00,4.00,0.00,0.00,0
1048,89342,1,277,2,6,0.00,4.00,0.00,0.00,0
1049,87887,1,264,3,7,0.80,4.26,-0.74,0.80,1
1050,38523,1,284,2,2,0.00,5.00,0.00,0.00,0
1051,73974,1,277,4,6,0.00,4.00,0.00,0.00,0
1052,88597,1,277,4,6,0.00,4.00,0.00,0.00,0
1053,94154,1,264,4,6,0.00,5.00,0.00,0.00,0
1054,68938,1,264,4,7,-0.50,3.31,-1.69,-0.50,1
1055,68807,1,277,5,6,0.00,4.00,0.00,0.00,0
1056,69040,1,277,1,6,0.00,3.00,0.00,0.00,0
1057,73635,1,264,5,5,0.00,5.00,0.00,0.00,0
1058,88225,1,277,2,6,0.00,3.00,0.00,0.00,0
1059,50417,1,277,4,6,0.00,3.00,0.00,0.00,0
1060,51413,1,264,1,7,5.00,6.62,2.62,5.00,1
1061,50439,1,264,3,6,0.00,4.00,0.00,0.00,0
1062,88002,1,277,4,6,0.20,2.35,-0.65,0.20,1
1063,70986,1,277,4,5,0.00,3.00,0.00,0.00,0
1064,87228,1,264,2,6,0.00,4.00,0.00,0.00,0
1065,80944,1,264,4,6,0.00,4.00,0.00,0.00,0
1066,94649,1,277,5,6,0.20,2.35,-0.65,0.20,1
1067,94044,1,277,1,6,0.00,2.00,0.00,0.00,0
1068,80286,1,264,1,5,0.00,3.00,0.00,0.00,0
1069,88224,1,277,3,5,0.00,2.00,0.00,0.00,0
1070,37608,1,264,4,6,0.00,2.00,0.00,0.00,0
1071,78235,1,277,4,6,0.00,2.00,0.00,0.00,0
1072,90370,1,264,4,6,0.00,2.00,0.00,0.00,0
1073,88140,1,264,5,6,0.00,2.00,0.00,0.00,0
1074,91808,1,264,1,6,0.00,1.00,0.00,0.00,0
1075,87225,1,264,3,6,0.00,1.00,0.00,0.00,0
1076,92630,1,264,5,6,0.00,1.00,0.00,0.00,0
1077,45125,1,264,6,7,4.66,14.46,-0.54,4.66,1
1078,40179,1,294,5,7,4.60,21.03,-2.97,4.60,1
1079,71055,1,277,4,6,0.00,2.00,0.00,0.00,0
1080,93376,1,277,4,6,0.00,2.00,0.00,0.00,0
1081,73465,1,294,3,7,0.00,17.00,0.00,0.00,0
1082,72382,1,277,5,6,0.00,2.00,0.00,0.00,0
1083,85425,1,277,1,6,0.00,1.00,0.00,0.00,0
1084,94045,1,277,4,6,0.00,1.00,0.00,0.00,0
1085,37705,1,294,4,6,0.00,16.00,0.00,0.00,0
1086,92841,1,277,4,6,0.00,1.00,0.00,0.00,0
1087,40990,1,277,6,7,1.96,9.53,-1.47,1.96,1
1088,70929,1,294,5,2,0.00,13.00,0.00,0.00,0
1089,73511,1,294,4,5,0.00,12.00,0.00,0.00,0
1090,63194,1,294,2,7,8.50,14.34,3.34,8.50,1
1091,73085,1,294,5,6,-0.10,7.28,-2.72,-0.10,1
1092,92182,1,294,3,7,9.30,13.46,4.46,9.30,1
1093,38230,1,344,5,7,11.70,19.63,4.63,11.70,1
1094,37790,1,294,2,5,0.00,8.00,0.00,0.00,0
1095,86485,1,344,5,7,19.00,21.32,11.32,19.00,1
1096,56102,1,294,4,7,1.30,6.10,-0.90,1.30,1
1097,37601,1,344,1,7,-0.50,6.25,-2.75,-0.50,1
1098,68917,1,294,5,2,8.30,10.52,4.52,8.30,1
1099,50284,1,294,1,7,5.00,7.35,2.35,5.00,1
1100,80337,1,344,5,7,-1.50,4.78,-3.22,-1.50,1
1101,68904,1,344,2,5,0.20,6.03,-1.97,0.20,1
1102,83786,1,344,3,7,-1.10,4.34,-2.66,-1.10,1
1103,73991,1,294,3,6,0.00,5.00,0.00,0.00,0
1104,37701,1,344,2,7,0.00,7.00,0.00,0.00,0
1105,70057,1,344,4,5,0.00,6.00,0.00,0.00,0
1106,86820,1,294,2,6,0.00,5.00,0.00,0.00,0
1107,70132,1,294,4,7,2.10,5.22,0.22,2.10,1
1108,42247,1,344,3,7,-2.10,2.13,-2.87,-2.10,1
1109,92225,1,294,4,6,0.70,4.19,-0.81,0.70,1
1110,71885,1,344,2,7,3.60,6.32,1.32,3.60,1
1111,71694,1,294,5,6,0.00,3.68,-1.32,0.00,1
1112,72007,1,344,4,7,9.70,10.81,5.81,9.70,1
1113,79048,1,294,1,6,0.00,4.00,0.00,0.00,0
1114,68924,1,344,4,5,0.00,5.00,0.00,0.00,0
1115,37623,1,294,3,6,5.30,6.84,2.84,5.30,1
1116,71915,1,344,5,6,0.50,4.04,-0.96,0.50,1
1117,72932,1,294,2,6,0.00,4.00,0.00,0.00,0
1118,74014,1,344,3,6,-0.30,2.72,-1.28,-0.30,1
1119,42232,1,294,4,5,0.00,4.00,0.00,0.00,0
1120,82939,1,294,4,7,3.00,5.15,1.15,3.00,1
1121,86779,1,344,2,6,0.00,4.00,0.00,0.00,0
1122,83438,1,294,5,6,0.00,4.00,0.00,0.00,0
1123,86527,1,344,4,6,-1.80,1.62,-2.38,-1.80,1
1124,79276,1,294,3,6,0.00,3.00,0.00,0.00,0
1125,94985,1,294,2,7,9.50,9.19,6.19,9.50,1
1126,72943,1,294,4,5,0.00,3.00,0.00,0.00,0
1127,86588,1,294,4,6,0.00,3.00,0.00,0.00,0
1128,72168,1,344,4,5,0.00,6.00,0.00,0.00,0
1129,94509,1,294,4,6,0.00,3.00,0.00,0.00,0
1130,62127,1,344,5,6,-1.70,1.69,-2.31,-1.70,1
1131,62036,1,1,1,6,0.00,3.00,0.00,0.00,0
1132,73336,1,294,1,6,0.00,2.00,0.00,0.00,0
1133,78464,1,294,4,6,0.00,2.00,0.00,0.00,0
1134,36591,1,344,3,6,0.00,3.00,0.00,0.00,0
1135,92192,1,294,5,6,0.00,2.00,0.00,0.00,0
1136,82775,1,344,2,6,0.00,3.00,0.00,0.00,0
1137,93846,1,294,1,6,0.00,1.00,0.00,0.00,0
1138,95315,1,294,5,6,0.00,1.00,0.00,0.00,0
1139,88129,1,344,4,6,0.00,3.00,0.00,0.00,0
1140,37306,1,294,6,7,5.24,6.79,2.79,5.24,1
1141,79077,1,344,4,6,0.00,3.00,0.00,0.00,0
1142,78979,1,344,1,6,0.00,2.00,0.00,0.00,0
1143,90942,1,344,3,6,0.00,2.00,0.00,0.00,0
1144,80171,1,344,4,6,0.00,2.00,0.00,0.00,0
1145,86797,1,344,4,6,0.00,2.00,0.00,0.00,0
1146,92518,1,344,4,6,0.00,2.00,0.00,0.00,0
1147,94143,1,344,1,6,0.00,1.00,0.00,0.00,0
1148,73332,1,1,3,6,0.00,1.00,0.00,0.00,0
1149,73344,1,344,2,5,0.00,1.00,0.00,0.00,0
1150,83434,1,344,4,6,0.00,1.00,0.00,0.00,0
1151,71778,1,316,4,7,2.60,8.53,-0.47,2.60,1
1152,78967,1,316,5,6,0.50,6.99,-2.01,0.50,1
1153,93733,1,344,5,6,0.00,1.00,0.00,0.00,0
1154,86486,1,344,6,7,4.11,5.23,2.23,4.11,1
1155,37655,1,316,5,7,-0.20,5.74,-2.26,-0.20,1
1156,73620,1,316,3,7,7.80,10.88,3.88,7.80,1
1157,82952,1,316,5,7,2.40,6.91,-0.09,2.40,1
1158,74061,1,316,1,5,0.00,6.00,0.00,0.00,0
1159,37652,1,316,4,5,0.00,6.00,0.00,0.00,0
1160,38515,1,316,3,2,0.00,5.00,0.00,0.00,0
1161,77529,1,316,2,5,0.00,5.00,0.00,0.00,0
1162,50313,1,316,4,7,5.40,7.65,2.65,5.40,1
1163,71707,1,316,4,6,0.00,3.68,-1.32,0.00,1
1164,84927,1,316,4,6,0.00,5.00,0.00,0.00,0
1165,50326,1,316,5,5,0.00,5.00,0.00,0.00,0
1166,71634,1,316,3,2,8.40,9.12,5.12,8.40,1
1167,80552,1,316,2,7,5.00,6.62,2.62,5.00,1
1168,38140,1,275,1,7,4.70,18.90,-2.10,4.70,1
1169,81950,1,316,4,2,1.50,4.04,0.04,1.50,1
1170,82128,1,316,4,7,0.60,3.38,-0.62,0.60,1
1171,87747,1,316,4,6,0.00,4.00,0.00,0.00,0
1172,82570,1,316,5,5,0.00,4.00,0.00,0.00,0
1173,88848,1,316,1,7,8.00,8.09,5.09,8.00,1
1174,62971,1,316,3,5,0.00,3.00,0.00,0.00,0
1175,82525,1,1,2,6,0.00,3.00,0.00,0.00,0
1176,80330,1,316,4,7,7.30,7.57,4.57,7.30,1
1177,84887,1,316,4,5,0.00,3.00,0.00,0.00,0
1178,72084,1,1,4,6,0.00,3.00,0.00,0.00,0
1179,81847,1,1,4,6,0.00,3.00,0.00,0.00,0
1180,71769,1,316,5,6,-0.50,1.84,-1.16,-0.50,1
1181,88916,1,316,1,6,0.00,2.00,0.00,0.00,0
1182,83688,1,316,4,6,0.00,2.00,0.00,0.00,0
1183,70162,1,316,4,6,0.00,2.00,0.00,0.00,0
1184,68830,1,1,4,6,0.00,2.00,0.00,0.00,0
1185,63133,1,316,5,6,0.00,2.00,0.00,0.00,0
1186,84266,1,316,1,6,0.00,1.00,0.00,0.00,0
1187,91920,1,316,3,6,0.00,1.00,0.00,0.00,0
1188,89977,1,316,2,6,0.00,1.00,0.00,0.00,0
1189,90703,1,316,4,6,0.00,1.00,0.00,0.00,0
1190,92145,1,316,4,6,0.00,1.00,0.00,0.00,0
1191,60780,1,316,6,7,4.44,4.73,2.73,4.44,1
1192,42145,1,275,2,7,7.70,20.37,0.37,7.70,1
1193,75295,1,262,5,7,-4.10,12.43,-8.57,-4.10,1
1194,89154,1,275,5,7,24.40,31.91,12.91,24.40,1
1195,88065,1,262,2,7,12.50,20.22,5.22,12.50,1
1196,38530,1,275,4,7,9.20,19.27,2.27,9.20,1
1197,71066,1,262,4,7,1.60,11.47,-2.53,1.60,1
1198,50301,1,262,4,7,9.40,16.47,3.47,9.40,1
1199,78605,1,275,4,5,0.00,16.00,0.00,0.00,0
1200,69282,1,275,5,6,-2.00,9.56,-5.44,-2.00,1
1201,68920,1,275,5,6,0.00,14.00,0.00,0.00,0
1202,71709,1,262,4,7,7.60,14.41,2.41,7.60,1
